result_date,contributor_state_id,species_id,slaughter_count
2024-09-20,SA,Calves,2
2024-09-20,NSW,Sheep,85007
2024-09-20,QLD,Calves,3360
2024-09-20,WA,Cattle,2945
2024-09-20,WA,Calves,8
2024-09-20,QLD,Cattle,74354
2024-09-20,QLD,Goat,21277
2024-09-20,WA,Lambs,48046
2024-09-20,WA,Deer,8
2024-09-20,NSW,Pigs,16301
2024-09-20,SA,Goat,1920
2024-09-20,QLD,Lambs,1437
2024-09-20,SA,Cattle,3257
2024-09-20,WA,Goat,16
2024-09-20,NSW,Goat,20028
2024-09-20,NSW,Cattle,33490
2024-09-20,TAS,Lambs,6709
2024-09-20,VIC,Sheep,69013
2024-09-20,VIC,Calves,2984
2024-09-20,NSW,Deer,0
2024-09-20,SA,Lambs,51268
2024-09-20,WA,Sheep,43736
2024-09-20,TAS,Cattle,4092
2024-09-20,VIC,Cattle,22054
2024-09-20,NSW,Calves,1166
2024-09-20,SA,Sheep,22142
2024-09-20,VIC,Deer,0
2024-09-20,SA,Deer,0
2024-09-20,TAS,Calves,3509
2024-09-20,TAS,Sheep,1420
2024-09-20,QLD,Deer,0
2024-09-20,SA,Pigs,21253
2024-09-20,QLD,Pigs,24890
2024-09-20,WA,Pigs,2628
2024-09-20,NSW,Lambs,117610
2024-09-20,QLD,Sheep,35
2024-09-20,VIC,Pigs,22932
2024-09-20,VIC,Goat,27010
2024-09-20,VIC,Lambs,198365
2024-09-27,SA,Deer,0
2024-09-27,QLD,Pigs,25644
2024-09-27,QLD,Lambs,1271
2024-09-27,WA,Sheep,37853
2024-09-27,NSW,Goat,18984
2024-09-27,TAS,Cattle,4183
2024-09-27,TAS,Calves,2527
2024-09-27,VIC,Sheep,71169
2024-09-27,NSW,Cattle,34419
2024-09-27,SA,Sheep,22656
2024-09-27,NSW,Sheep,94993
2024-09-27,WA,Calves,1
2024-09-27,NSW,Calves,1543
2024-09-27,TAS,Sheep,1656
2024-09-27,WA,Pigs,2060
2024-09-27,QLD,Goat,22835
2024-09-27,SA,Pigs,21993
2024-09-27,WA,Goat,30
2024-09-27,TAS,Lambs,7116
2024-09-27,SA,Lambs,49986
2024-09-27,QLD,Sheep,50
2024-09-27,VIC,Calves,2979
2024-09-27,NSW,Lambs,106865
2024-09-27,WA,Lambs,40944
2024-09-27,WA,Deer,8
2024-09-27,SA,Goat,1403
2024-09-27,VIC,Pigs,20916
2024-09-27,SA,Cattle,3280
2024-09-27,QLD,Deer,0
2024-09-27,NSW,Pigs,16348
2024-09-27,VIC,Goat,18908
2024-09-27,WA,Cattle,2262
2024-09-27,VIC,Lambs,196017
2024-09-27,QLD,Cattle,75625
2024-09-27,SA,Calves,12
2024-09-27,VIC,Cattle,19986
2024-09-27,QLD,Calves,5
2024-09-27,VIC,Deer,0
2024-09-27,NSW,Deer,0
2024-10-04,SA,Deer,0
2024-10-04,WA,Lambs,52385
2024-10-04,SA,Lambs,52356
2024-10-04,SA,Sheep,21783
2024-10-04,VIC,Cattle,21382
2024-10-04,NSW,Calves,1493
2024-10-04,WA,Deer,8
2024-10-04,TAS,Lambs,7395
2024-10-04,WA,Sheep,43419
2024-10-04,VIC,Deer,0
2024-10-04,WA,Pigs,2665
2024-10-04,QLD,Sheep,69
2024-10-04,WA,Calves,6
2024-10-04,TAS,Sheep,1715
2024-10-04,NSW,Goat,20711
2024-10-04,SA,Calves,13
2024-10-04,SA,Pigs,23028
2024-10-04,NSW,Sheep,77101
2024-10-04,QLD,Calves,0
2024-10-04,VIC,Sheep,66121
2024-10-04,QLD,Deer,0
2024-10-04,QLD,Pigs,25593
2024-10-04,NSW,Deer,0
2024-10-04,VIC,Pigs,21679
2024-10-04,NSW,Pigs,16485
2024-10-04,NSW,Lambs,72834
2024-10-04,QLD,Cattle,74707
2024-10-04,VIC,Goat,27124
2024-10-04,WA,Cattle,2819
2024-10-04,TAS,Calves,1828
2024-10-04,SA,Cattle,3318
2024-10-04,TAS,Cattle,4205
2024-10-04,QLD,Goat,20581
2024-10-04,VIC,Lambs,216589
2024-10-04,SA,Goat,1521
2024-10-04,VIC,Calves,2586
2024-10-04,WA,Goat,15
2024-10-04,QLD,Lambs,1500
2024-10-04,NSW,Cattle,33970
2024-10-11,WA,Deer,8
2024-10-11,VIC,Calves,2232
2024-10-11,VIC,Sheep,67064
2024-10-11,SA,Goat,2335
2024-10-11,SA,Deer,0
2024-10-11,QLD,Goat,25171
2024-10-11,WA,Goat,35
2024-10-11,QLD,Lambs,1228
2024-10-11,VIC,Goat,23253
2024-10-11,TAS,Sheep,889
2024-10-11,SA,Lambs,43300
2024-10-11,NSW,Cattle,28127
2024-10-11,SA,Calves,10
2024-10-11,WA,Lambs,49819
2024-10-11,NSW,Deer,0
2024-10-11,WA,Calves,3
2024-10-11,VIC,Deer,0
2024-10-11,TAS,Cattle,4254
2024-10-11,VIC,Pigs,23111
2024-10-11,QLD,Calves,8
2024-10-11,VIC,Lambs,213160
2024-10-11,SA,Sheep,17681
2024-10-11,QLD,Pigs,22119
2024-10-11,WA,Sheep,51276
2024-10-11,NSW,Lambs,58794
2024-10-11,QLD,Sheep,65
2024-10-11,NSW,Goat,21509
2024-10-11,TAS,Lambs,6455
2024-10-11,NSW,Calves,1292
2024-10-11,SA,Pigs,19023
2024-10-11,TAS,Calves,913
2024-10-11,WA,Pigs,2576
2024-10-11,VIC,Cattle,22226
2024-10-11,QLD,Deer,0
2024-10-11,NSW,Sheep,68748
2024-10-11,QLD,Cattle,63748
2024-10-11,NSW,Pigs,14126
2024-10-11,SA,Cattle,2626
2024-10-11,WA,Cattle,2999
2024-10-18,WA,Calves,3
2024-10-18,SA,Deer,0
2024-10-18,WA,Lambs,50055
2024-10-18,VIC,Cattle,22474
2024-10-18,SA,Calves,8
2024-10-18,WA,Sheep,43797
2024-10-18,TAS,Sheep,1984
2024-10-18,SA,Lambs,51698
2024-10-18,QLD,Deer,0
2024-10-18,QLD,Calves,5
2024-10-18,SA,Sheep,20494
2024-10-18,QLD,Cattle,76594
2024-10-18,QLD,Lambs,1460
2024-10-18,WA,Cattle,2935
2024-10-18,SA,Cattle,3352
2024-10-18,TAS,Cattle,4307
2024-10-18,NSW,Deer,0
2024-10-18,NSW,Pigs,16534
2024-10-18,VIC,Goat,25219
2024-10-18,VIC,Lambs,221381
2024-10-18,VIC,Calves,1913
2024-10-18,NSW,Cattle,34154
2024-10-18,QLD,Goat,22824
2024-10-18,TAS,Calves,1058
2024-10-18,SA,Goat,2040
2024-10-18,NSW,Calves,1332
2024-10-18,WA,Goat,22
2024-10-18,WA,Pigs,2679
2024-10-18,TAS,Lambs,8434
2024-10-18,VIC,Deer,0
2024-10-18,QLD,Pigs,24765
2024-10-18,NSW,Goat,16235
2024-10-18,SA,Pigs,22600
2024-10-18,VIC,Sheep,70212
2024-10-18,VIC,Pigs,23533
2024-10-18,NSW,Sheep,80286
2024-10-18,NSW,Lambs,70764
2024-10-18,QLD,Sheep,41
2024-10-18,WA,Deer,8
2024-10-25,NSW,Calves,2058
2024-10-25,TAS,Calves,780
2024-10-25,WA,Pigs,2707
2024-10-25,QLD,Cattle,77467
2024-10-25,QLD,Sheep,72
2024-10-25,SA,Deer,0
2024-10-25,VIC,Sheep,70272
2024-10-25,NSW,Deer,0
2024-10-25,SA,Pigs,22158
2024-10-25,QLD,Deer,0
2024-10-25,TAS,Cattle,4303
2024-10-25,VIC,Lambs,217909
2024-10-25,SA,Lambs,52802
2024-10-25,QLD,Lambs,1483
2024-10-25,NSW,Cattle,34958
2024-10-25,VIC,Goat,24222
2024-10-25,VIC,Calves,1273
2024-10-25,WA,Deer,8
2024-10-25,WA,Calves,3
2024-10-25,SA,Cattle,3566
2024-10-25,NSW,Lambs,110437
2024-10-25,WA,Cattle,2725
2024-10-25,QLD,Pigs,24344
2024-10-25,NSW,Sheep,99652
2024-10-25,VIC,Pigs,22537
2024-10-25,SA,Calves,10
2024-10-25,QLD,Goat,22105
2024-10-25,WA,Lambs,51565
2024-10-25,TAS,Lambs,8182
2024-10-25,SA,Goat,2117
2024-10-25,NSW,Goat,20483
2024-10-25,WA,Goat,12
2024-10-25,TAS,Sheep,4006
2024-10-25,VIC,Cattle,22318
2024-10-25,NSW,Pigs,16284
2024-10-25,WA,Sheep,47741
2024-10-25,QLD,Calves,11
2024-10-25,VIC,Deer,0
2024-10-25,SA,Sheep,24781
2024-11-01,VIC,Calves,1335
2024-11-01,NSW,Lambs,122292
2024-11-01,SA,Goat,2112
2024-11-01,TAS,Lambs,9105
2024-11-01,VIC,Cattle,22389
2024-11-01,TAS,Sheep,3915
2024-11-01,NSW,Cattle,34879
2024-11-01,SA,Pigs,22318
2024-11-01,TAS,Calves,276
2024-11-01,NSW,Sheep,86286
2024-11-01,WA,Calves,0
2024-11-01,WA,Pigs,2700
2024-11-01,SA,Cattle,3597
2024-11-01,TAS,Cattle,4621
2024-11-01,VIC,Goat,21428
2024-11-01,NSW,Pigs,16817
2024-11-01,VIC,Lambs,223068
2024-11-01,WA,Lambs,49113
2024-11-01,SA,Deer,0
2024-11-01,NSW,Deer,0
2024-11-01,QLD,Goat,23288
2024-11-01,QLD,Deer,0
2024-11-01,SA,Lambs,47540
2024-11-01,QLD,Cattle,75364
2024-11-01,QLD,Lambs,1144
2024-11-01,WA,Cattle,2818
2024-11-01,NSW,Goat,18448
2024-11-01,WA,Goat,0
2024-11-01,QLD,Pigs,23990
2024-11-01,QLD,Calves,7
2024-11-01,VIC,Pigs,23087
2024-11-01,VIC,Sheep,75539
2024-11-01,SA,Calves,8
2024-11-01,WA,Deer,8
2024-11-01,QLD,Sheep,56
2024-11-01,SA,Sheep,21929
2024-11-01,VIC,Deer,0
2024-11-01,WA,Sheep,45170
2024-11-01,NSW,Calves,1690
2024-11-08,NSW,Sheep,106083
2024-11-08,NSW,Deer,0
2024-11-08,TAS,Cattle,3850
2024-11-08,NSW,Cattle,35644
2024-11-08,VIC,Calves,1078
2024-11-08,VIC,Lambs,207077
2024-11-08,VIC,Pigs,20189
2024-11-08,WA,Pigs,2710
2024-11-08,TAS,Lambs,7447
2024-11-08,WA,Calves,3
2024-11-08,VIC,Deer,0
2024-11-08,SA,Pigs,22006
2024-11-08,SA,Calves,13
2024-11-08,QLD,Calves,7
2024-11-08,VIC,Sheep,55348
2024-11-08,SA,Goat,1643
2024-11-08,NSW,Lambs,109552
2024-11-08,WA,Goat,22
2024-11-08,SA,Cattle,3541
2024-11-08,TAS,Sheep,3155
2024-11-08,VIC,Goat,21684
2024-11-08,SA,Lambs,54611
2024-11-08,NSW,Goat,17877
2024-11-08,QLD,Goat,22943
2024-11-08,QLD,Pigs,24571
2024-11-08,QLD,Lambs,1448
2024-11-08,TAS,Calves,279
2024-11-08,WA,Lambs,48410
2024-11-08,WA,Sheep,45525
2024-11-08,WA,Deer,8
2024-11-08,NSW,Calves,1700
2024-11-08,VIC,Cattle,18975
2024-11-08,SA,Sheep,20578
2024-11-08,QLD,Cattle,75976
2024-11-08,QLD,Sheep,100
2024-11-08,QLD,Deer,0
2024-11-08,WA,Cattle,2766
2024-11-08,SA,Deer,0
2024-11-08,NSW,Pigs,16656
2024-11-15,WA,Sheep,45742
2024-11-15,WA,Lambs,51807
2024-11-15,SA,Deer,0
2024-11-15,WA,Deer,8
2024-11-15,NSW,Goat,18021
2024-11-15,VIC,Goat,22166
2024-11-15,VIC,Cattle,22748
2024-11-15,VIC,Pigs,22584
2024-11-15,WA,Pigs,2743
2024-11-15,WA,Goat,0
2024-11-15,WA,Cattle,2706
2024-11-15,SA,Sheep,23281
2024-11-15,QLD,Calves,4
2024-11-15,TAS,Sheep,6197
2024-11-15,TAS,Lambs,10419
2024-11-15,SA,Goat,1615
2024-11-15,QLD,Lambs,1509
2024-11-15,QLD,Sheep,198
2024-11-15,TAS,Cattle,4850
2024-11-15,VIC,Deer,0
2024-11-15,QLD,Goat,21083
2024-11-15,VIC,Sheep,65676
2024-11-15,SA,Lambs,53410
2024-11-15,TAS,Calves,170
2024-11-15,VIC,Lambs,253784
2024-11-15,NSW,Calves,1842
2024-11-15,VIC,Calves,1181
2024-11-15,SA,Calves,3
2024-11-15,NSW,Sheep,100137
2024-11-15,WA,Calves,0
2024-11-15,QLD,Cattle,75015
2024-11-15,QLD,Deer,0
2024-11-15,NSW,Pigs,16646
2024-11-15,NSW,Lambs,106151
2024-11-15,NSW,Deer,0
2024-11-15,QLD,Pigs,23725
2024-11-15,SA,Cattle,3622
2024-11-15,SA,Pigs,22652
2024-11-15,NSW,Cattle,36746
2024-11-22,TAS,Calves,41
2024-11-22,WA,Lambs,51167
2024-11-22,VIC,Cattle,22262
2024-11-22,QLD,Goat,22943
2024-11-22,NSW,Pigs,16455
2024-11-22,NSW,Sheep,109845
2024-11-22,NSW,Goat,19125
2024-11-22,SA,Goat,1498
2024-11-22,QLD,Cattle,76298
2024-11-22,SA,Sheep,21912
2024-11-22,QLD,Sheep,68
2024-11-22,SA,Lambs,52770
2024-11-22,WA,Deer,8
2024-11-22,SA,Cattle,3575
2024-11-22,VIC,Calves,954
2024-11-22,SA,Deer,0
2024-11-22,WA,Sheep,50861
2024-11-22,TAS,Sheep,7582
2024-11-22,WA,Cattle,2487
2024-11-22,VIC,Deer,0
2024-11-22,WA,Goat,10
2024-11-22,TAS,Cattle,4851
2024-11-22,QLD,Deer,0
2024-11-22,NSW,Cattle,35686
2024-11-22,TAS,Lambs,10141
2024-11-22,VIC,Lambs,253475
2024-11-22,NSW,Lambs,111979
2024-11-22,QLD,Lambs,1270
2024-11-22,WA,Pigs,2716
2024-11-22,VIC,Sheep,62389
2024-11-22,NSW,Calves,2060
2024-11-22,QLD,Calves,14
2024-11-22,SA,Pigs,22146
2024-11-22,SA,Calves,0
2024-11-22,VIC,Pigs,23813
2024-11-22,VIC,Goat,26038
2024-11-22,QLD,Pigs,23102
2024-11-22,NSW,Deer,0
2024-11-22,WA,Calves,0
2024-11-29,NSW,Pigs,16977
2024-11-29,NSW,Cattle,34170
2024-11-29,NSW,Calves,1843
2024-11-29,VIC,Deer,0
2024-11-29,SA,Cattle,3575
2024-11-29,VIC,Lambs,245271
2024-11-29,SA,Sheep,18601
2024-11-29,QLD,Calves,5
2024-11-29,QLD,Cattle,75417
2024-11-29,TAS,Cattle,4886
2024-11-29,SA,Pigs,24710
2024-11-29,WA,Lambs,52810
2024-11-29,WA,Cattle,2647
2024-11-29,TAS,Lambs,9425
2024-11-29,SA,Lambs,49833
2024-11-29,TAS,Calves,14
2024-11-29,NSW,Sheep,103413
2024-11-29,SA,Goat,1284
2024-11-29,SA,Calves,12
2024-11-29,VIC,Goat,21804
2024-11-29,VIC,Calves,1025
2024-11-29,VIC,Pigs,21002
2024-11-29,NSW,Deer,0
2024-11-29,TAS,Sheep,6646
2024-11-29,WA,Calves,2
2024-11-29,NSW,Goat,16953
2024-11-29,QLD,Goat,23465
2024-11-29,QLD,Lambs,1314
2024-11-29,QLD,Pigs,24459
2024-11-29,VIC,Sheep,68154
2024-11-29,WA,Pigs,2742
2024-11-29,WA,Deer,8
2024-11-29,QLD,Sheep,88
2024-11-29,SA,Deer,0
2024-11-29,NSW,Lambs,108783
2024-11-29,WA,Goat,12
2024-11-29,VIC,Cattle,22733
2024-11-29,WA,Sheep,44408
2024-11-29,QLD,Deer,0
2024-12-06,QLD,Sheep,120
2024-12-06,WA,Goat,0
2024-12-06,WA,Pigs,2727
2024-12-06,VIC,Pigs,23119
2024-12-06,VIC,Deer,0
2024-12-06,SA,Calves,0
2024-12-06,QLD,Cattle,75357
2024-12-06,VIC,Lambs,255410
2024-12-06,VIC,Cattle,22602
2024-12-06,SA,Goat,460
2024-12-06,SA,Deer,0
2024-12-06,NSW,Deer,0
2024-12-06,QLD,Deer,0
2024-12-06,WA,Calves,0
2024-12-06,NSW,Pigs,18829
2024-12-06,TAS,Sheep,5829
2024-12-06,SA,Sheep,20350
2024-12-06,WA,Deer,8
2024-12-06,NSW,Lambs,104508
2024-12-06,WA,Sheep,54872
2024-12-06,SA,Cattle,3552
2024-12-06,SA,Pigs,23827
2024-12-06,QLD,Calves,7
2024-12-06,TAS,Lambs,10113
2024-12-06,WA,Lambs,49831
2024-12-06,VIC,Sheep,62796
2024-12-06,TAS,Cattle,4859
2024-12-06,NSW,Cattle,35010
2024-12-06,SA,Lambs,54052
2024-12-06,NSW,Calves,2037
2024-12-06,VIC,Calves,671
2024-12-06,TAS,Calves,10
2024-12-06,QLD,Goat,19048
2024-12-06,WA,Cattle,2476
2024-12-06,QLD,Lambs,1455
2024-12-06,NSW,Sheep,111038
2024-12-06,NSW,Goat,17261
2024-12-06,QLD,Pigs,25490
2024-12-06,VIC,Goat,29534
2024-12-13,VIC,Pigs,28135
2024-12-13,QLD,Cattle,49807
2024-12-13,QLD,Deer,0
2024-12-13,VIC,Cattle,23677
2024-12-13,WA,Sheep,47754
2024-12-13,VIC,Sheep,68590
2024-12-13,QLD,Goat,23475
2024-12-13,VIC,Deer,0
2024-12-13,NSW,Calves,2214
2024-12-13,QLD,Lambs,1514
2024-12-13,VIC,Calves,845
2024-12-13,NSW,Deer,0
2024-12-13,TAS,Calves,0
2024-12-13,TAS,Lambs,9499
2024-12-13,WA,Lambs,51853
2024-12-13,SA,Sheep,21127
2024-12-13,WA,Deer,8
2024-12-13,SA,Lambs,54638
2024-12-13,NSW,Pigs,19706
2024-12-13,WA,Pigs,2853
2024-12-13,WA,Cattle,2933
2024-12-13,SA,Deer,0
2024-12-13,SA,Pigs,25474
2024-12-13,SA,Cattle,3665
2024-12-13,NSW,Sheep,109290
2024-12-13,WA,Goat,35
2024-12-13,WA,Calves,4
2024-12-13,SA,Goat,1444
2024-12-13,TAS,Sheep,6863
2024-12-13,TAS,Cattle,4907
2024-12-13,QLD,Calves,4
2024-12-13,VIC,Goat,23111
2024-12-13,SA,Calves,2
2024-12-13,NSW,Cattle,32553
2024-12-13,NSW,Lambs,104277
2024-12-13,VIC,Lambs,238242
2024-12-13,QLD,Pigs,26971
2024-12-13,QLD,Sheep,83
2024-12-13,NSW,Goat,18252
2024-12-20,TAS,Sheep,5142
2024-12-20,NSW,Deer,0
2024-12-20,VIC,Deer,0
2024-12-20,WA,Goat,0
2024-12-20,QLD,Calves,10
2024-12-20,VIC,Sheep,62158
2024-12-20,VIC,Calves,549
2024-12-20,SA,Deer,0
2024-12-20,SA,Lambs,51547
2024-12-20,VIC,Pigs,27902
2024-12-20,WA,Lambs,50424
2024-12-20,WA,Deer,8
2024-12-20,VIC,Cattle,22425
2024-12-20,NSW,Cattle,27638
2024-12-20,WA,Sheep,43385
2024-12-20,VIC,Goat,21269
2024-12-20,SA,Goat,1525
2024-12-20,NSW,Sheep,92176
2024-12-20,QLD,Goat,19872
2024-12-20,NSW,Calves,2407
2024-12-20,QLD,Lambs,1284
2024-12-20,TAS,Calves,0
2024-12-20,TAS,Cattle,4906
2024-12-20,QLD,Deer,0
2024-12-20,SA,Calves,4
2024-12-20,SA,Cattle,3640
2024-12-20,VIC,Lambs,249684
2024-12-20,QLD,Cattle,48585
2024-12-20,WA,Calves,2
2024-12-20,NSW,Pigs,20449
2024-12-20,QLD,Sheep,13
2024-12-20,WA,Cattle,2933
2024-12-20,QLD,Pigs,27653
2024-12-20,SA,Sheep,19478
2024-12-20,NSW,Lambs,108443
2024-12-20,WA,Pigs,2843
2024-12-20,TAS,Lambs,11575
2024-12-20,SA,Pigs,25022
2024-12-20,NSW,Goat,21744
2024-12-27,TAS,Lambs,490
2024-12-27,NSW,Calves,0
2024-12-27,WA,Pigs,1247
2024-12-27,TAS,Calves,0
2024-12-27,SA,Pigs,13076
2024-12-27,VIC,Goat,218
2024-12-27,WA,Goat,0
2024-12-27,NSW,Sheep,1643
2024-12-27,TAS,Sheep,909
2024-12-27,QLD,Sheep,10
2024-12-27,WA,Deer,8
2024-12-27,SA,Sheep,5
2024-12-27,VIC,Sheep,8552
2024-12-27,WA,Cattle,987
2024-12-27,QLD,Pigs,13024
2024-12-27,SA,Lambs,263
2024-12-27,NSW,Goat,1547
2024-12-27,QLD,Calves,0
2024-12-27,NSW,Lambs,18766
2024-12-27,QLD,Lambs,387
2024-12-27,WA,Sheep,1371
2024-12-27,WA,Calves,3
2024-12-27,QLD,Goat,188
2024-12-27,SA,Calves,0
2024-12-27,SA,Goat,620
2024-12-27,VIC,Pigs,11421
2024-12-27,TAS,Cattle,1676
2024-12-27,SA,Deer,0
2024-12-27,VIC,Calves,286
2024-12-27,QLD,Cattle,5958
2024-12-27,WA,Lambs,7942
2024-12-27,SA,Cattle,700
2024-12-27,NSW,Deer,0
2024-12-27,QLD,Deer,0
2024-12-27,VIC,Lambs,76770
2024-12-27,NSW,Pigs,5754
2024-12-27,NSW,Cattle,5337
2024-12-27,VIC,Cattle,7565
2024-12-27,VIC,Deer,0
