result_date,category_desc,state_id,saleyard_id,tranx_type_id,head_count
2025-06-04,Cattle,SA,MOU,Prime,572.0
2025-07-03,Cattle,NSW,DUB,Prime,4830.0
2025-09-11,Cattle,WA,MTB,Prime,708.0
2025-10-23,Cattle,WA,MTB,Prime,1597.0
2025-11-05,Cattle,VIC,ECH,Prime,730.0
2025-12-12,Cattle,WA,MTB,Prime,730.0
2025-08-14,Cattle,TAS,POW,Store,2468.0
2025-08-14,Cattle,NSW,ARM,Prime,917.0
2025-08-20,Cattle,VIC,BAR,Prime,388.0
2025-08-27,Cattle,VIC,BAR,Prime,330.0
2025-09-02,Cattle,TAS,POW,Prime,84.0
2025-09-29,Cattle,VIC,MTL,Prime,1003.0
2025-10-15,Cattle,NSW,SIN,Prime,1039.0
2025-10-15,Cattle,SA,MCO,Prime,1032.0
2025-10-21,Cattle,TAS,POW,Prime,96.0
2025-10-30,Cattle,TAS,POW,Store,1126.0
2025-11-05,Cattle,VIC,BAR,Prime,189.0
2025-11-11,Cattle,SA,ADP,Prime,206.0
2025-11-26,Cattle,QLD,CHT,Prime,3424.0
2025-04-08,Cattle,NSW,INV,Prime,987.0
2025-05-13,Cattle,NSW,GUN,Prime,2205.0
2025-05-19,Cattle,NSW,FOR,Prime,1215.0
2025-09-18,Cattle,WA,MTB,Prime,1027.0
2025-10-29,Cattle,VIC,ECH,Prime,1327.0
2025-12-15,Cattle,NSW,WAG,Prime,4100.0
2026-01-15,Cattle,WA,MTB,Prime,1848.0
2026-01-28,Cattle,VIC,ECH,Prime,529.0
2026-02-02,Cattle,NSW,WAG,Prime,6000.0
2026-04-08,Cattle,VIC,ECH,Prime,502.0
2025-05-28,Cattle,VIC,ECH,Prime,1340.0
2025-06-10,Cattle,NSW,CTL,Prime,1637.0
2025-07-08,Cattle,QLD,WAR,Prime,1568.0
2025-07-22,Cattle,QLD,WAR,Prime,1022.0
2025-08-19,Cattle,NSW,CTL,Prime,1257.0
2025-09-23,Cattle,QLD,WAR,Prime,962.0
2025-10-15,Cattle,QLD,DAL,Prime,6185.0
2025-10-21,Cattle,QLD,WAR,Prime,1115.0
2025-11-04,Cattle,QLD,WAR,Prime,1407.0
2025-11-18,Cattle,NSW,CTL,Prime,3168.0
2025-12-02,Cattle,NSW,CTL,Prime,3551.0
2025-04-15,Cattle,NSW,GUN,Prime,1990.0
2025-05-14,Cattle,NSW,MOS,Prime,2260.0
2025-07-15,Cattle,NSW,GUN,Prime,3200.0
2025-09-01,Cattle,NSW,FOR,Prime,1587.0
2025-10-02,Cattle,NSW,DUB,Prime,7920.0
2025-10-27,Cattle,NSW,FOR,Prime,1825.0
2025-10-28,Cattle,NSW,INV,Prime,1160.0
2025-11-13,Cattle,NSW,DUB,Prime,8400.0
2026-01-07,Cattle,NSW,MOS,Prime,1035.0
2025-08-01,Cattle,NSW,DUB,Store,204.0
2025-08-26,Cattle,VIC,WOD,Prime,450.0
2025-11-11,Cattle,VIC,WOD,Prime,2400.0
2026-02-24,Cattle,NSW,GUN,Prime,5800.0
2026-03-09,Cattle,NSW,FOR,Prime,1632.0
2025-04-01,Cattle,NSW,INV,Prime,400.0
2025-04-04,Cattle,NSW,YAS,Store,3770.0
2025-04-23,Cattle,NSW,MOS,Prime,827.0
2025-05-12,Cattle,NSW,FOR,Prime,1216.0
2025-06-17,Cattle,NSW,INV,Prime,1500.0
2025-08-13,Cattle,NSW,MOS,Prime,1880.0
2025-09-30,Cattle,NSW,INV,Prime,1580.0
2025-10-01,Cattle,SA,MOU,Prime,645.0
2025-10-23,Cattle,NSW,DUB,Prime,5510.0
2025-11-19,Cattle,SA,MOU,Prime,1448.0
2025-11-27,Cattle,QLD,BLA,Prime,5300.0
2025-12-17,Cattle,SA,MOU,Prime,611.0
2026-02-23,Cattle,NSW,FOR,Prime,1627.0
2026-04-08,Cattle,NSW,MOS,Prime,1368.0
2025-04-07,Cattle,NSW,CTL,Prime,5187.0
2025-04-08,Cattle,NSW,SCO,Prime,849.0
2025-05-19,Cattle,NSW,WAG,Prime,6795.0
2025-06-03,Cattle,NSW,SCO,Prime,968.0
2025-06-10,Cattle,NSW,SCO,Prime,870.0
2025-06-17,Cattle,QLD,WAR,Prime,1131.0
2025-07-15,Cattle,NSW,CTL,Prime,1700.0
2025-09-02,Cattle,QLD,WAR,Prime,1297.0
2025-11-03,Cattle,WA,MUC,Prime,1442.0
2025-11-25,Cattle,QLD,WAR,Prime,1672.0
2026-01-28,Cattle,QLD,DAL,Prime,4265.0
2026-03-11,Cattle,QLD,DAL,Prime,2490.0
2026-03-17,Cattle,QLD,WAR,Prime,2403.0
2026-03-18,Cattle,QLD,DAL,Prime,8046.0
2026-03-31,Cattle,QLD,WAR,Prime,2294.0
2025-04-02,Cattle,NSW,SIN,Prime,544.0
2025-04-10,Cattle,TAS,POW,Store,2182.0
2025-04-23,Cattle,QLD,CHT,Prime,1678.0
2025-05-07,Cattle,NSW,CAS,Prime,1600.0
2025-06-11,Cattle,NSW,CAS,Prime,2200.0
2025-06-13,Cattle,VIC,BAR,Store,2340.0
2025-06-18,Cattle,QLD,CHT,Prime,2057.0
2025-06-19,Cattle,NSW,ARM,Prime,2010.0
2025-06-25,Cattle,NSW,CAS,Prime,1600.0
2025-07-15,Cattle,TAS,POW,Prime,106.0
2025-07-23,Cattle,NSW,CAS,Prime,900.0
2025-07-29,Cattle,SA,ADP,Prime,200.0
2025-07-30,Cattle,QLD,CHT,Prime,1525.0
2025-08-20,Cattle,QLD,CHT,Prime,3275.0
2025-08-22,Cattle,VIC,BAR,Store,1385.0
2025-09-03,Cattle,SA,MCO,Prime,503.0
2025-09-08,Cattle,NSW,TAM,Prime,2218.0
2025-10-08,Cattle,QLD,CHT,Prime,3022.0
2025-10-08,Cattle,VIC,BAR,Prime,410.0
2025-10-15,Cattle,VIC,BAR,Prime,374.0
2025-10-22,Cattle,NSW,CAS,Prime,1400.0
2025-10-29,Cattle,NSW,CAS,Prime,624.0
2025-11-03,Cattle,NSW,TAM,Prime,2626.0
2025-11-18,Cattle,TAS,POW,Prime,192.0
2025-04-01,Cattle,NSW,SCO,Prime,653.0
2025-04-22,Cattle,NSW,SCO,Prime,214.0
2025-04-28,Cattle,WA,MUC,Prime,861.0
2025-05-01,Cattle,WA,MTB,Prime,1811.0
2025-05-27,Cattle,NSW,CTL,Prime,1719.0
2025-09-22,Cattle,WA,MUC,Prime,1493.0
2025-10-13,Cattle,WA,MUC,Prime,1500.0
2025-11-25,Cattle,NSW,CTL,Prime,3692.0
2025-12-02,Cattle,QLD,WAR,Prime,1618.0
2026-01-13,Cattle,NSW,SCO,Prime,1496.0
2026-02-03,Cattle,QLD,WAR,Prime,1530.0
2026-02-04,Cattle,QLD,DAL,Prime,6104.0
2025-11-18,Cattle,SA,NAR,Prime,1244.0
2025-12-02,Cattle,SA,NAR,Prime,1309.0
2025-12-08,Cattle,VIC,MTL,Prime,1940.0
2025-12-15,Cattle,VIC,MTL,Prime,1202.0
2026-01-20,Cattle,VIC,SHE,Prime,1400.0
2026-02-03,Cattle,SA,NAR,Prime,1542.0
2026-02-09,Cattle,VIC,MTL,Prime,2342.0
2026-02-17,Cattle,VIC,SHE,Prime,1450.0
2026-02-27,Cattle,NSW,TAM,Store,5678.0
2026-03-31,Cattle,VIC,SHE,Prime,1100.0
2025-04-01,Cattle,NSW,CTL,Prime,4350.0
2026-02-04,Cattle,VIC,ECH,Prime,1400.0
2026-02-17,Cattle,NSW,CTL,Prime,3660.0
2026-02-18,Cattle,VIC,ECH,Prime,1160.0
2026-03-05,Cattle,WA,MTB,Prime,1265.0
2026-04-23,Cattle,WA,MTB,Prime,990.0
2025-05-28,Cattle,SA,MOU,Prime,404.0
2025-07-03,Cattle,WA,MTB,Prime,503.0
2025-09-18,Cattle,QLD,BLA,Prime,3800.0
2025-09-25,Cattle,QLD,BLA,Prime,6200.0
2025-10-30,Cattle,WA,MTB,Prime,1125.0
2025-11-03,Cattle,NSW,WAG,Prime,4260.0
2026-01-23,Cattle,WA,MTB,Prime,336.0
2026-03-10,Cattle,NSW,CTL,Prime,2520.0
2026-03-11,Cattle,VIC,ECH,Prime,1726.0
2026-04-20,Cattle,NSW,WAG,Prime,4800.0
2025-04-03,Cattle,NSW,DUB,Prime,3690.0
2025-04-09,Cattle,SA,MOU,Prime,1298.0
2025-05-26,Cattle,NSW,WAG,Prime,4555.0
2025-07-09,Cattle,SA,MOU,Prime,515.0
2025-07-10,Cattle,NSW,DUB,Prime,5950.0
2025-07-10,Cattle,QLD,BLA,Prime,2733.0
2025-07-31,Cattle,WA,MTB,Prime,746.0
2025-08-07,Cattle,NSW,DUB,Prime,7480.0
2025-08-11,Cattle,NSW,WAG,Prime,3465.0
2025-08-14,Cattle,WA,MTB,Prime,735.0
2025-11-26,Cattle,VIC,ECH,Prime,1805.0
2025-12-04,Cattle,WA,MTB,Prime,846.0
2026-01-08,Cattle,WA,MTB,Prime,1370.0
2026-01-09,Cattle,WA,MTB,Prime,431.0
2026-02-26,Cattle,WA,MTB,Prime,912.0
2026-03-04,Cattle,VIC,ECH,Prime,876.0
2026-03-12,Cattle,WA,MTB,Prime,1539.0
2026-04-01,Cattle,VIC,ECH,Prime,346.0
2025-05-07,Cattle,VIC,ECH,Prime,1190.0
2025-06-03,Cattle,QLD,WAR,Prime,795.0
2025-06-10,Cattle,QLD,WAR,Prime,1473.0
2025-06-11,Cattle,VIC,ECH,Prime,1148.0
2025-09-16,Cattle,NSW,CTL,Prime,843.0
2025-10-07,Cattle,QLD,WAR,Prime,1260.0
2026-01-06,Cattle,NSW,SCO,Prime,469.0
2026-03-25,Cattle,QLD,DAL,Prime,7772.0
2026-04-01,Cattle,QLD,DAL,Prime,5203.0
2026-04-07,Cattle,QLD,WAR,Prime,1834.0
2026-04-20,Cattle,WA,MUC,Prime,1026.0
2026-04-21,Cattle,NSW,SCO,Prime,4049.0
2025-04-14,Cattle,VIC,MTL,Prime,3150.0
2025-04-15,Cattle,SA,ADP,Prime,260.0
2025-04-23,Cattle,SA,MCO,Prime,480.0
2025-04-30,Cattle,VIC,BAR,Prime,324.0
2025-05-07,Cattle,VIC,BAR,Prime,449.0
2025-05-14,Cattle,NSW,SIN,Prime,906.0
2025-04-22,Cattle,NSW,CTL,Prime,2694.0
2025-04-29,Cattle,NSW,SCO,Prime,501.0
2025-05-13,Cattle,NSW,SCO,Prime,923.0
2025-05-19,Cattle,WA,MUC,Prime,835.0
2025-07-01,Cattle,QLD,WAR,Prime,912.0
2025-07-08,Cattle,NSW,CTL,Prime,1643.0
2025-07-21,Cattle,WA,MUC,Prime,365.0
2025-07-29,Cattle,NSW,CTL,Prime,860.0
2025-08-12,Cattle,NSW,SCO,Prime,994.0
2025-08-19,Cattle,QLD,WAR,Prime,1175.0
2025-08-26,Cattle,NSW,SCO,Prime,626.0
2025-09-15,Cattle,WA,MUC,Prime,1201.0
2025-10-06,Cattle,WA,MUC,Prime,1983.0
2025-10-29,Cattle,QLD,DAL,Prime,3525.0
2025-11-17,Cattle,WA,MUC,Prime,1476.0
2025-11-18,Cattle,QLD,WAR,Prime,1605.0
2025-12-16,Cattle,NSW,SCO,Prime,990.0
2026-02-23,Cattle,WA,MUC,Prime,1635.0
2026-02-24,Cattle,QLD,WAR,Prime,1895.0
2026-04-13,Cattle,WA,MUC,Prime,855.0
2025-04-14,Cattle,WA,MUC,Prime,1208.0
2025-05-06,Cattle,NSW,SCO,Prime,1045.0
2025-05-21,Cattle,VIC,ECH,Prime,775.0
2025-06-04,Cattle,VIC,ECH,Prime,1750.0
2026-01-12,Cattle,WA,MUC,Prime,1234.0
2026-03-03,Cattle,NSW,SCO,Prime,2267.0
2026-03-04,Cattle,QLD,DAL,Prime,6482.0
2026-04-07,Cattle,NSW,SCO,Prime,1574.0
2026-04-08,Cattle,QLD,DAL,Prime,3974.0
2025-11-26,Cattle,NSW,CAS,Prime,1600.0
2025-12-01,Cattle,NSW,TAM,Prime,3708.0
2025-12-02,Cattle,VIC,LEO,Prime,2078.0
2025-12-10,Cattle,NSW,CAS,Prime,1665.0
2026-01-28,Cattle,NSW,SIN,Prime,475.0
2026-02-16,Cattle,NSW,TAM,Prime,3746.0
2026-02-18,Cattle,SA,MCO,Prime,656.0
2026-03-05,Cattle,TAS,POW,Store,2714.0
2026-03-11,Cattle,NSW,SIN,Prime,1002.0
2026-03-18,Cattle,NSW,SIN,Prime,1197.0
2026-03-25,Cattle,NSW,CAS,Prime,1944.0
2026-02-16,Cattle,WA,MUC,Prime,1455.0
2026-02-18,Cattle,QLD,DAL,Prime,4590.0
2026-04-14,Cattle,NSW,SCO,Prime,3466.0
2025-04-22,Cattle,NSW,INV,Prime,330.0
2025-04-29,Cattle,NSW,INV,Prime,1262.0
2025-06-24,Cattle,NSW,GUN,Prime,1850.0
2025-08-06,Cattle,NSW,MOS,Prime,1191.0
2025-08-18,Cattle,NSW,FOR,Prime,1474.0
2025-09-18,Cattle,NSW,DUB,Prime,8440.0
2025-09-26,Cattle,NSW,YAS,Store,319.0
2025-11-06,Cattle,NSW,DUB,Prime,6970.0
2025-12-16,Cattle,NSW,INV,Prime,781.0
2026-01-14,Cattle,SA,MOU,Prime,1839.0
2026-02-12,Cattle,NSW,DUB,Prime,4654.0
2026-04-09,Cattle,QLD,BLA,Prime,1500.0
2025-10-15,Cattle,NSW,MOS,Prime,1601.0
2025-10-29,Cattle,NSW,MOS,Prime,1310.0
2025-11-18,Cattle,NSW,INV,Prime,2190.0
2025-12-08,Cattle,NSW,FOR,Prime,3526.0
2026-01-21,Cattle,SA,MOU,Prime,1601.0
2026-01-28,Cattle,NSW,MOS,Prime,1232.0
2026-02-05,Cattle,NSW,DUB,Prime,8400.0
2026-03-11,Cattle,NSW,MOS,Prime,2076.0
2025-04-01,Cattle,VIC,WOD,Prime,1320.0
2025-04-10,Cattle,NSW,YAS,Prime,1699.0
2025-05-15,Cattle,NSW,YAS,Prime,1348.0
2025-06-30,Cattle,NSW,TAM,Prime,1797.0
2025-08-25,Cattle,NSW,TAM,Prime,1885.0
2025-09-23,Cattle,VIC,LEO,Prime,2141.0
2025-09-30,Cattle,VIC,WOD,Prime,800.0
2025-11-07,Cattle,NSW,DUB,Store,800.0
2025-06-03,Cattle,SA,NAR,Prime,579.0
2025-06-24,Cattle,VIC,SHE,Prime,1900.0
2025-08-26,Cattle,SA,NAR,Prime,499.0
2025-09-16,Cattle,VIC,SHE,Prime,1700.0
2025-09-30,Cattle,VIC,SHE,Prime,1700.0
2025-10-06,Cattle,VIC,MTL,Prime,1110.0
2025-10-07,Cattle,SA,NAR,Prime,694.0
2025-11-11,Cattle,SA,NAR,Prime,1396.0
2026-01-30,Cattle,NSW,TAM,Store,2325.0
2026-02-13,Cattle,NSW,TAM,Store,2793.0
2025-05-13,Cattle,NSW,INV,Prime,1055.0
2025-05-21,Cattle,NSW,MOS,Prime,2150.0
2025-05-23,Cattle,NSW,CTL,Store,5048.0
2025-06-23,Cattle,NSW,FOR,Prime,884.0
2025-07-02,Cattle,NSW,MOS,Prime,2251.0
2025-07-11,Cattle,NSW,CTL,Store,3500.0
2025-07-14,Cattle,NSW,FOR,Prime,1125.0
2025-09-16,Cattle,NSW,GUN,Prime,3460.0
2025-10-08,Cattle,SA,MOU,Prime,525.0
2025-10-15,Cattle,SA,MOU,Prime,599.0
2025-10-28,Cattle,NSW,GUN,Prime,3020.0
2025-11-20,Cattle,QLD,BLA,Prime,3000.0
2026-01-12,Cattle,NSW,FOR,Prime,3447.0
2026-03-04,Cattle,NSW,MOS,Prime,1625.0
2026-04-10,Cattle,NSW,YAS,Store,4618.0
2025-04-22,Cattle,VIC,WOD,Prime,640.0
2025-05-13,Cattle,VIC,WOD,Prime,2200.0
2025-05-05,Cattle,NSW,FOR,Prime,2303.0
2025-05-09,Cattle,NSW,YAS,Store,6018.0
2025-05-09,Cattle,NSW,CTL,Store,6699.0
2025-06-10,Cattle,NSW,INV,Prime,1260.0
2025-06-17,Cattle,NSW,GUN,Prime,2800.0
2025-07-22,Cattle,NSW,GUN,Prime,2350.0
2025-08-25,Cattle,NSW,FOR,Prime,1646.0
2025-09-25,Cattle,NSW,DUB,Prime,6646.0
2025-10-21,Cattle,NSW,GUN,Prime,2700.0
2025-11-04,Cattle,NSW,GUN,Prime,2400.0
2025-11-11,Cattle,NSW,INV,Prime,1852.0
2025-11-20,Cattle,NSW,DUB,Prime,10185.0
2025-11-28,Cattle,NSW,YAS,Store,723.0
2025-12-11,Cattle,NSW,DUB,Prime,9500.0
2026-02-11,Cattle,SA,MOU,Prime,1173.0
2026-02-25,Cattle,SA,MOU,Prime,792.0
2026-02-26,Cattle,NSW,DUB,Prime,4400.0
2026-03-10,Cattle,NSW,INV,Prime,4220.0
2026-04-24,Cattle,QLD,DAL,Store,1941.0
2025-09-09,Cattle,SA,NAR,Prime,564.0
2025-09-23,Cattle,SA,NAR,Prime,1345.0
2025-11-04,Cattle,SA,NAR,Prime,949.0
2026-01-12,Cattle,VIC,MTL,Prime,2020.0
2026-02-24,Cattle,VIC,SHE,Prime,1150.0
2026-03-24,Cattle,VIC,SHE,Prime,1500.0
2025-05-21,Cattle,NSW,CAS,Prime,860.0
2025-06-03,Cattle,TAS,POW,Prime,192.0
2025-06-16,Cattle,VIC,MTL,Prime,2975.0
2025-06-17,Cattle,SA,ADP,Prime,200.0
2025-06-23,Cattle,VIC,MTL,Prime,2680.0
2025-06-25,Cattle,VIC,BAR,Prime,490.0
2025-07-01,Cattle,TAS,POW,Prime,58.0
2025-07-02,Cattle,NSW,CAS,Prime,600.0
2025-07-16,Cattle,NSW,CAS,Prime,1239.0
2025-08-13,Cattle,VIC,BAR,Prime,420.0
2025-09-04,Cattle,TAS,POW,Store,2752.0
2025-09-10,Cattle,VIC,BAR,Prime,233.0
2025-09-17,Cattle,NSW,SIN,Prime,935.0
2025-09-25,Cattle,TAS,POW,Store,2163.0
2025-09-25,Cattle,NSW,ARM,Prime,2051.0
2025-10-01,Cattle,VIC,BAR,Prime,300.0
2025-10-07,Cattle,TAS,POW,Prime,90.0
2025-10-13,Cattle,NSW,TAM,Prime,3071.0
2025-10-15,Cattle,QLD,CHT,Prime,3260.0
2025-10-29,Cattle,SA,MCO,Prime,756.0
2025-11-11,Cattle,VIC,LEO,Prime,2292.0
2025-11-12,Cattle,NSW,SIN,Prime,1258.0
2025-11-12,Cattle,SA,MCO,Prime,605.0
2025-12-08,Cattle,NSW,TAM,Prime,3971.0
2025-12-10,Cattle,VIC,BAR,Prime,305.0
2026-01-22,Cattle,NSW,YAS,Prime,951.0
2026-02-03,Cattle,VIC,LEO,Prime,2342.0
2026-02-03,Cattle,TAS,POW,Prime,161.0
2026-02-09,Cattle,NSW,TAM,Prime,2667.0
2026-02-23,Cattle,NSW,TAM,Prime,4220.0
2026-02-26,Cattle,TAS,POW,Store,812.0
2026-03-11,Cattle,SA,MCO,Prime,548.0
2026-03-12,Cattle,TAS,POW,Store,2808.0
2026-03-13,Cattle,VIC,BAR,Store,2272.0
2026-03-25,Cattle,SA,MCO,Prime,865.0
2026-03-25,Cattle,NSW,SIN,Prime,958.0
2026-03-26,Cattle,NSW,YAS,Prime,1150.0
2025-04-11,Cattle,VIC,BAR,Store,3076.0
2025-05-01,Cattle,NSW,ARM,Prime,1375.0
2025-05-14,Cattle,SA,MCO,Prime,1033.0
2025-06-05,Cattle,NSW,ARM,Prime,2090.0
2025-06-12,Cattle,TAS,POW,Store,1543.0
2025-06-18,Cattle,VIC,BAR,Prime,448.0
2025-06-18,Cattle,NSW,CAS,Prime,1920.0
2026-04-20,Cattle,NSW,FOR,Prime,2801.0
2025-06-09,Cattle,WA,MUC,Prime,363.0
2025-06-17,Cattle,NSW,CTL,Prime,2385.0
2025-09-09,Cattle,NSW,CTL,Prime,823.0
2025-09-23,Cattle,NSW,CTL,Prime,879.0
2025-11-04,Cattle,NSW,CTL,Prime,1290.0
2026-01-07,Cattle,QLD,DAL,Prime,931.0
2026-01-20,Cattle,QLD,WAR,Prime,1659.0
2026-02-11,Cattle,QLD,DAL,Prime,5886.0
2026-04-15,Cattle,QLD,DAL,Prime,9009.0
2026-04-22,Cattle,QLD,DAL,Prime,8213.0
2025-05-13,Cattle,VIC,LEO,Prime,3932.0
2025-07-08,Cattle,VIC,WOD,Prime,790.0
2025-07-22,Cattle,VIC,WOD,Prime,700.0
2025-08-12,Cattle,VIC,LEO,Prime,1872.0
2025-08-14,Cattle,NSW,YAS,Prime,465.0
2025-09-02,Cattle,VIC,WOD,Prime,500.0
2025-10-21,Cattle,VIC,WOD,Prime,1000.0
2025-11-11,Cattle,NSW,GUN,Prime,4300.0
2026-04-21,Cattle,VIC,WOD,Prime,680.0
2026-03-31,Cattle,VIC,LEO,Prime,1452.0
2026-04-08,Cattle,NSW,SIN,Prime,1188.0
2025-05-06,Cattle,VIC,LEO,Prime,4028.0
2025-05-20,Cattle,VIC,LEO,Prime,1562.0
2025-06-17,Cattle,VIC,LEO,Prime,2650.0
2025-06-19,Cattle,NSW,YAS,Prime,844.0
2025-06-24,Cattle,VIC,WOD,Prime,800.0
2025-07-22,Cattle,VIC,LEO,Prime,1755.0
2025-08-19,Cattle,VIC,WOD,Prime,750.0
2025-08-21,Cattle,NSW,YAS,Prime,248.0
2025-09-02,Cattle,VIC,LEO,Prime,1500.0
2025-11-18,Cattle,VIC,WOD,Prime,1910.0
2025-12-02,Cattle,VIC,WOD,Prime,2072.0
2026-01-05,Cattle,VIC,WOD,Store,752.0
2026-01-06,Cattle,VIC,WOD,Store,7102.0
2026-01-27,Cattle,NSW,GUN,Prime,2550.0
2026-03-03,Cattle,NSW,GUN,Prime,6850.0
2026-03-30,Cattle,NSW,FOR,Prime,1060.0
2025-06-04,Cattle,NSW,MOS,Prime,2350.0
2025-06-16,Cattle,NSW,FOR,Prime,1259.0
2025-09-04,Cattle,NSW,DUB,Prime,5846.0
2025-09-09,Cattle,NSW,INV,Prime,1750.0
2025-09-23,Cattle,NSW,GUN,Prime,2750.0
2025-09-24,Cattle,NSW,MOS,Prime,1208.0
2025-10-09,Cattle,NSW,DUB,Prime,6990.0
2025-10-14,Cattle,NSW,GUN,Prime,3870.0
2025-11-05,Cattle,NSW,MOS,Prime,1540.0
2025-11-24,Cattle,NSW,FOR,Prime,2525.0
2025-12-03,Cattle,SA,MOU,Prime,1320.0
2025-12-04,Cattle,QLD,BLA,Prime,3200.0
2025-12-12,Cattle,NSW,CTL,Store,3333.0
2026-01-19,Cattle,NSW,FOR,Prime,3312.0
2026-01-22,Cattle,NSW,DUB,Prime,7880.0
2026-02-04,Cattle,NSW,MOS,Prime,1319.0
2026-02-25,Cattle,NSW,MOS,Prime,1375.0
2025-04-16,Cattle,VIC,ECH,Prime,750.0
2025-04-30,Cattle,VIC,ECH,Prime,1344.0
2025-05-20,Cattle,NSW,CTL,Prime,1811.0
2025-05-20,Cattle,NSW,SCO,Prime,503.0
2025-06-23,Cattle,WA,MUC,Prime,530.0
2025-07-22,Cattle,NSW,SCO,Prime,878.0
2025-08-05,Cattle,NSW,CTL,Prime,1026.0
2025-08-26,Cattle,QLD,WAR,Prime,1077.0
2025-09-09,Cattle,NSW,SCO,Prime,845.0
2025-09-23,Cattle,NSW,SCO,Prime,975.0
2025-10-14,Cattle,NSW,CTL,Prime,1151.0
2025-10-22,Cattle,QLD,DAL,Prime,5823.0
2025-10-28,Cattle,NSW,SCO,Prime,1015.0
2025-10-28,Cattle,NSW,CTL,Prime,1033.0
2025-11-11,Cattle,QLD,WAR,Prime,1499.0
2025-11-24,Cattle,WA,MUC,Prime,1715.0
2025-11-26,Cattle,QLD,DAL,Prime,9215.0
2025-12-08,Cattle,WA,MUC,Prime,1929.0
2026-01-19,Cattle,WA,MUC,Prime,1314.0
2026-01-27,Cattle,NSW,CTL,Prime,2142.0
2026-02-09,Cattle,WA,MUC,Prime,939.0
2026-03-31,Cattle,NSW,SCO,Prime,2393.0
2025-06-10,Cattle,SA,NAR,Prime,503.0
2025-07-15,Cattle,SA,NAR,Prime,517.0
2026-01-06,Cattle,SA,NAR,Prime,531.0
2026-01-19,Cattle,VIC,MTL,Prime,2249.0
2026-03-10,Cattle,SA,NAR,Prime,327.0
2026-03-30,Cattle,VIC,MTL,Prime,1905.0
2025-04-07,Cattle,NSW,FOR,Prime,2121.0
2025-05-20,Cattle,NSW,INV,Prime,947.0
2025-05-28,Cattle,NSW,MOS,Prime,1509.0
2025-07-01,Cattle,NSW,GUN,Prime,2300.0
2025-07-08,Cattle,NSW,INV,Prime,1765.0
2025-07-09,Cattle,NSW,MOS,Prime,1539.0
2025-07-21,Cattle,NSW,FOR,Prime,1480.0
2025-07-22,Cattle,NSW,INV,Prime,1900.0
2025-09-02,Cattle,NSW,INV,Prime,1188.0
2025-09-29,Cattle,NSW,FOR,Prime,1639.0
2025-10-14,Cattle,NSW,INV,Prime,1928.0
2025-10-20,Cattle,NSW,FOR,Prime,1584.0
2025-10-30,Cattle,NSW,DUB,Prime,5465.0
2026-01-14,Cattle,NSW,MOS,Prime,2030.0
2026-01-20,Cattle,NSW,INV,Prime,3153.0
2026-01-21,Cattle,NSW,MOS,Prime,1988.0
2026-01-28,Cattle,SA,MOU,Prime,498.0
2026-01-30,Cattle,NSW,YAS,Store,399.0
2026-02-13,Cattle,NSW,CTL,Store,4750.0
2026-03-17,Cattle,NSW,INV,Prime,4653.0
2026-04-15,Cattle,SA,MOU,Prime,679.0
2026-04-24,Cattle,NSW,YAS,Store,2367.0
2025-11-26,Cattle,SA,MOU,Prime,1097.0
2025-12-01,Cattle,NSW,FOR,Prime,3414.0
2025-12-02,Cattle,NSW,INV,Prime,2450.0
2025-12-04,Cattle,NSW,DUB,Prime,10700.0
2025-12-15,Cattle,NSW,FOR,Prime,1245.0
2026-01-08,Cattle,NSW,DUB,Prime,3300.0
2026-02-18,Cattle,NSW,MOS,Prime,1746.0
2026-03-12,Cattle,NSW,DUB,Prime,7690.0
2026-03-19,Cattle,NSW,DUB,Prime,8500.0
2026-03-25,Cattle,NSW,MOS,Prime,2216.0
2026-04-09,Cattle,NSW,DUB,Prime,7700.0
2026-04-10,Cattle,NSW,CTL,Store,7209.0
2026-04-16,Cattle,NSW,DUB,Prime,11077.0
2025-08-13,Cattle,VIC,BAL,Prime,292.0
2025-08-15,Cattle,VIC,BAR,Store,2263.0
2025-09-03,Cattle,QLD,CHT,Prime,2265.0
2025-09-17,Cattle,QLD,CHT,Prime,2231.0
2025-09-22,Cattle,VIC,MTL,Prime,1712.0
2025-10-16,Cattle,TAS,POW,Store,1843.0
2025-10-22,Cattle,VIC,BAR,Prime,341.0
2025-10-23,Cattle,NSW,ARM,Prime,1471.0
2025-10-28,Cattle,VIC,LEO,Prime,2440.0
2025-10-28,Cattle,TAS,POW,Prime,54.0
2025-12-03,Cattle,QLD,CHT,Prime,2050.0
2025-12-04,Cattle,NSW,YAS,Prime,839.0
2026-01-07,Cattle,NSW,CAS,Prime,575.0
2026-01-14,Cattle,SA,MCO,Prime,850.0
2026-01-21,Cattle,NSW,SIN,Prime,1194.0
2026-02-11,Cattle,VIC,BAR,Prime,448.0
2026-03-03,Cattle,TAS,POW,Prime,184.0
2026-03-05,Cattle,NSW,ARM,Prime,2478.0
2026-03-19,Cattle,NSW,ARM,Prime,3945.0
2026-03-23,Cattle,NSW,TAM,Prime,5477.0
2026-03-26,Cattle,TAS,POW,Store,2254.0
2026-04-08,Cattle,TAS,POW,Prime,72.0
2025-06-25,Cattle,QLD,CHT,Prime,2020.0
2025-05-02,Cattle,NSW,DUB,Store,2810.0
2025-05-19,Cattle,NSW,TAM,Prime,1077.0
2025-05-26,Cattle,NSW,TAM,Prime,1265.0
